c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
78,57,2,40,5,67,12,98,83,28
68,99,78,59,6,51,84,0,73,3
80,52,15,96,17,38,19,15,18,28
0,57,47,44,1,13,95,6,93,5
14,83,70,96,46,33,39,20,62,14
57,12,11,46,8,17,70,52,79,31
36,74,44,98,55,45,40,92,67,2
56,22,86,50,48,55,66,53,26,26
69,93,40,64,37,2,4,17,80,59
91,31,75,47,59,41,95,7,24,36
16,48,91,76,27,53,96,74,4,66
0,76,75,43,66,77,1,34,63,4
4,69,16,80,80,78,58,83,26,50
64,88,53,22,0,78,0,72,62,81
49,17,38,86,85,97,99,82,8,89
73,27,63,97,84,51,12,37,68,55
31,82,81,74,72,90,19,17,21,21
96,23,6,48,15,94,59,36,45,9
4,42,52,11,45,44,99,39,10,62
18,41,44,51,96,36,62,89,52,52
90,36,76,34,64,56,50,70,87,14
13,67,69,40,41,29,24,96,38,73
69,61,31,96,18,44,49,13,30,6
47,71,9,58,48,59,42,10,3,73
44,7,83,10,82,22,87,57,37,48
13,40,24,94,31,53,9,62,62,58
4,55,79,93,2,24,3,79,86,25
99,81,22,52,49,57,46,97,26,66
10,24,24,82,42,63,17,42,73,0
89,59,23,45,23,23,32,78,54,51
15,51,0,81,86,16,9,14,37,26
51,61,76,24,90,81,20,49,24,33
59,68,60,95,21,50,79,61,88,35
29,25,47,36,70,44,37,32,59,20
75,62,3,46,89,55,58,1,8,52
76,38,3,98,22,53,22,37,13,68
15,0,28,96,32,27,21,15,43,48
17,89,36,83,41,61,43,78,6,38
79,69,65,99,62,53,17,75,24,45
86,18,46,56,9,32,12,91,0,55
45,80,95,52,81,13,77,55,6,48
6,50,60,72,64,74,64,38,73,77
37,33,85,86,6,98,83,82,28,91
4,34,24,23,42,29,38,60,89,73
76,69,55,63,60,91,61,13,4,61
51,9,93,0,59,74,97,96,25,22
57,90,97,36,34,52,62,86,20,40
99,12,40,40,24,16,69,78,87,36
6,68,90,45,54,60,5,6,89,43
13,3,66,80,87,93,7,6,35,52
29,88,65,40,30,12,31,75,67,56
70,42,74,88,52,18,10,44,26,9
19,74,53,75,98,38,5,43,46,2
42,29,88,62,58,36,70,37,12,87
60,83,13,21,71,80,10,34,23,54
34,78,76,51,46,16,19,32,11,90
67,9,95,26,39,30,30,64,3,15
70,47,74,19,87,17,99,69,27,64
84,23,95,74,18,87,10,40,32,88
60,66,32,40,72,71,97,53,64,22
94,53,65,51,10,68,51,52,35,86
62,3,84,45,3,1,70,8,98,53
56,93,49,50,44,76,66,29,52,12
54,51,72,80,50,94,45,74,98,40
2,41,97,28,92,41,6,56,2,7
99,31,84,1,10,24,60,68,52,58
6,58,32,20,88,69,62,0,51,5
96,13,74,57,11,97,60,21,42,97
51,38,40,34,35,31,33,0,41,51
61,91,41,86,22,4,5,72,27,93
73,64,74,45,83,25,31,35,85,19
94,82,18,51,75,71,90,56,85,60
24,75,14,37,38,30,64,13,45,46
59,18,70,99,58,34,89,60,8,34
32,86,21,87,90,32,52,53,63,67
49,19,65,9,45,24,16,77,21,90
8,53,44,61,66,70,29,12,80,71
25,93,2,22,79,80,96,29,10,28
47,65,92,52,82,1,48,72,78,82
78,52,74,82,51,79,59,63,62,10
2,31,67,23,22,30,84,5,43,50
26,92,27,53,13,19,79,30,37,41
76,83,67,41,24,41,30,57,14,25
98,74,6,44,11,36,11,17,56,2
78,15,69,0,92,93,52,15,37,48
72,86,60,48,53,56,2,7,50,57
98,35,60,58,87,42,72,7,97,68
57,92,88,24,52,0,84,26,86,75
96,94,94,54,36,22,54,18,68,23
62,57,70,24,95,74,83,85,83,40
31,85,17,4,46,39,6,20,64,79
93,82,75,13,39,15,0,56,80,89
65,22,74,61,22,30,78,14,87,43
50,31,3,18,46,17,84,91,77,55
37,91,22,82,10,83,99,19,60,29
98,41,38,3,90,32,78,8,23,60
10,72,87,32,34,23,6,4,12,86
77,16,75,39,63,48,70,14,71,19
32,37,39,8,9,31,85,61,79,48
46,7,77,49,59,39,18,19,86,69
11,35,84,89,85,88,31,51,46,37
35,29,3,53,61,98,75,26,47,80
96,51,33,15,36,42,31,8,63,67
61,52,49,64,32,40,10,11,65,82
50,95,2,63,1,69,45,71,13,20
30,22,34,77,40,23,25,40,2,23
89,0,35,89,75,98,83,65,79,60
3,26,17,98,10,63,87,21,74,47
21,8,90,26,87,92,97,31,89,80
48,44,93,66,75,48,37,93,4,53
38,15,17,91,10,21,4,47,72,34
2,97,57,38,36,56,91,66,77,41
68,60,23,95,46,25,55,74,59,39
92,78,5,83,1,2,59,37,7,50
34,99,48,16,17,52,94,6,99,27
59,40,81,13,13,40,83,18,1,84
12,92,2,36,82,92,7,96,89,51
70,77,30,6,27,63,27,50,31,52
66,15,56,34,9,44,14,34,38,24
10,72,56,36,70,47,33,86,71,74
49,94,59,99,15,71,18,82,51,90
68,11,61,22,79,52,88,52,15,6
17,90,49,28,62,15,13,3,68,94
22,5,21,59,8,53,26,70,18,47
39,84,93,1,64,22,42,76,99,25
75,25,20,1,97,2,15,60,92,42
59,30,39,55,50,77,90,66,85,20
39,42,62,42,70,49,73,90,24,10
14,56,41,5,50,84,67,34,75,5
1,70,71,57,79,58,33,14,99,86
70,28,6,19,41,10,59,4,33,95
47,20,80,52,25,81,4,12,49,79
25,55,17,38,49,28,13,78,97,43
89,57,40,50,37,5,78,27,14,59
62,71,64,37,2,61,55,46,54,83
27,96,93,68,48,93,63,2,11,91
23,47,63,3,80,58,0,7,22,46
25,5,1,34,45,2,15,54,68,59
57,60,59,0,81,16,1,49,69,48
32,99,8,57,52,46,71,77,70,27
61,53,96,80,24,91,37,73,89,22
41,21,4,0,21,89,39,79,41,62
26,84,6,15,72,91,89,54,70,71
61,63,95,8,45,97,61,20,39,34
18,96,33,61,58,20,69,32,25,79
97,13,61,67,42,95,88,64,16,1
89,66,10,55,44,69,39,31,8,39
40,47,13,41,30,79,47,65,77,70
47,76,49,1,39,75,28,68,83,44
81,74,40,61,10,60,56,10,67,31
37,89,49,64,75,67,44,8,77,60
52,20,94,5,48,28,4,67,67,54
23,53,81,46,87,47,17,67,79,9
82,4,14,71,66,35,83,78,11,22
28,89,34,85,93,68,27,70,6,47
1,13,57,14,9,20,22,3,59,35
18,49,85,33,82,81,46,61,32,90
42,25,55,9,33,73,46,45,68,15
73,48,56,86,2,14,66,34,59,10
90,81,38,17,12,12,21,4,42,71
65,91,68,46,98,42,45,52,37,53
59,35,9,49,73,79,82,3,63,86
76,72,89,37,24,60,91,64,47,51
90,5,94,5,57,17,73,23,3,42
63,18,54,97,36,55,52,74,52,66
48,20,97,19,74,81,23,13,25,44
0,80,54,94,89,78,45,81,68,83
9,91,1,83,18,99,65,11,2,0
50,36,40,44,49,32,84,95,20,68
97,16,39,48,71,90,52,8,7,17
71,40,6,83,24,14,68,71,5,47
64,84,90,66,12,6,60,58,16,43
20,88,16,53,48,89,6,31,30,19
31,38,69,11,63,10,32,93,24,75
53,76,17,44,48,19,4,18,11,51
52,53,14,80,50,28,82,11,48,23
5,35,69,66,88,70,27,98,0,82
18,54,82,19,73,38,0,53,87,14
64,38,79,96,64,13,72,82,39,85
88,2,68,35,34,40,69,6,30,83
19,13,2,95,56,41,81,3,70,33
73,63,31,45,96,73,94,80,64,16
71,86,22,70,18,13,4,41,79,68
1,31,92,47,15,2,47,55,71,24
30,82,94,38,88,62,7,17,86,54
18,12,25,98,41,4,52,32,3,34
51,49,72,57,9,31,85,14,97,55
18,80,96,80,95,92,13,4,90,85
47,73,84,23,69,90,97,34,61,46
47,42,68,98,4,93,77,69,53,98
43,56,81,91,34,29,24,8,68,16
25,9,74,80,35,49,38,72,28,21
7,49,25,14,25,69,49,0,51,58
78,99,21,34,23,15,87,83,53,33
59,13,32,95,6,97,46,89,61,29
62,60,30,9,83,45,59,7,89,9
33,20,45,94,54,9,52,90,99,71
3,16,88,69,9,57,19,23,61,75
62,90,1,36,16,89,55,83,71,9
28,6,87,95,53,76,14,8,17,54
77,2,57,26,60,66,28,2,77,86
98,38,52,25,6,52,55,72,62,64
83,53,22,64,83,52,61,85,11,25
8,27,78,54,25,46,88,34,88,77
28,75,92,95,86,48,94,74,76,87
54,65,42,29,12,83,46,71,68,1
31,84,96,91,26,28,57,78,51,77
42,20,19,77,5,92,74,86,88,87
92,45,98,74,90,91,90,59,39,11
61,93,42,43,5,54,44,5,9,22
9,51,98,43,80,7,18,64,66,38
83,19,88,37,3,28,43,43,48,4
65,74,65,31,89,35,19,25,25,19
27,1,24,87,29,30,44,18,65,86
23,53,4,20,0,79,38,77,5,81
42,24,16,38,29,34,58,27,97,31
27,70,6,5,96,69,49,67,54,37
28,63,23,52,12,71,41,40,82,69
84,56,64,77,30,9,46,44,24,88
15,74,26,0,77,52,18,9,3,23
16,85,82,88,4,39,44,42,57,15
76,93,15,36,94,76,32,57,86,12
70,63,88,90,6,66,94,29,92,3
59,56,25,95,88,15,10,90,96,11
27,57,40,14,60,41,69,9,45,19
47,73,27,23,17,17,97,84,32,92
94,22,57,76,53,63,45,63,59,31
97,34,71,54,64,19,23,36,59,58
38,81,72,87,7,70,25,29,7,52
46,94,48,20,41,73,93,60,24,11
88,58,51,14,89,97,71,26,78,30
64,36,41,88,9,27,26,83,51,66
20,41,21,22,48,64,97,23,5,42
34,4,3,56,86,63,94,70,87,60
23,70,37,46,22,7,49,79,20,42
37,39,63,45,64,78,3,11,72,38
78,56,0,2,45,8,37,47,30,95
21,40,7,11,45,34,94,36,95,99
45,97,41,41,87,68,88,33,36,58
42,31,31,36,77,42,81,67,68,20
44,30,71,82,15,69,92,97,75,78
84,25,82,17,88,76,37,70,53,7
16,61,13,12,59,44,76,17,88,41
78,43,51,62,96,93,16,20,19,23
96,26,73,90,75,28,58,41,54,66
99,17,18,25,85,12,84,79,99,37
93,91,5,64,64,85,72,41,68,12
89,24,15,22,31,39,13,43,37,18
66,96,97,74,92,86,76,22,16,58
55,50,67,11,28,71,43,31,54,69
92,90,8,15,91,98,93,65,26,70
8,39,81,69,80,7,20,34,24,9
19,98,58,7,36,58,60,45,80,33
12,15,39,3,69,7,75,67,75,6
42,20,17,92,78,8,44,74,74,90
47,39,70,85,62,4,95,66,92,24
25,44,71,62,56,2,9,38,56,75
42,38,38,57,62,0,42,84,74,46
25,70,29,69,92,56,90,95,29,63
2,71,51,3,12,27,35,48,60,33
38,76,0,9,49,81,6,70,70,88
22,1,76,25,57,17,97,54,65,27
13,90,3,23,97,32,17,14,49,51
52,67,95,8,77,14,89,81,94,77
39,34,24,58,45,48,77,95,59,73
68,62,47,82,15,33,83,59,14,7
88,92,2,9,67,42,36,44,19,24
55,63,16,67,13,93,81,28,83,39
41,60,95,97,62,31,76,64,75,76
93,53,12,87,2,17,92,34,92,54
96,59,2,83,69,37,35,31,35,47
89,81,54,22,81,47,53,25,68,89
3,99,26,86,71,98,52,59,79,66
59,98,55,37,49,99,19,34,29,48
47,20,33,26,84,87,78,5,55,90
44,21,49,49,69,75,7,67,63,9
95,74,5,17,41,38,31,19,80,4
9,7,87,32,0,22,62,41,43,48
53,42,76,57,22,63,85,73,75,48
28,91,20,57,36,5,61,82,44,93
85,16,45,58,92,56,39,18,22,79
62,97,40,92,38,36,70,92,97,86
36,78,31,29,79,84,17,13,10,53
39,73,1,31,12,10,28,81,19,49
43,97,14,43,39,1,45,23,28,40
31,2,74,22,90,26,21,73,20,23
85,60,22,59,85,37,53,52,80,42
73,4,8,96,49,31,3,0,24,12
10,94,3,63,57,72,69,71,78,49
2,42,78,28,38,38,51,96,83,74
8,83,95,2,0,31,54,85,87,73
89,45,63,40,43,50,35,90,51,0
14,87,60,27,41,74,90,28,10,3
29,78,67,33,57,52,40,73,69,3
82,99,6,25,22,91,26,69,87,74
53,27,58,12,25,12,37,97,16,0
16,45,66,71,26,35,69,11,25,8
98,23,72,60,85,67,24,29,43,90
52,72,14,57,76,0,10,91,0,13
59,94,69,80,85,17,44,53,82,34
21,72,45,7,27,93,9,12,5,92
79,54,12,27,48,76,66,81,67,23
46,60,97,53,82,58,69,60,96,84
58,63,87,33,7,43,15,29,4,65
20,55,79,67,37,67,48,51,66,24
80,43,50,50,37,40,84,9,87,78
73,54,37,11,78,42,6,52,50,95
5,17,3,64,64,84,91,44,90,41
20,10,58,3,96,83,82,36,89,97
50,54,35,93,20,13,36,78,58,94
1,31,46,70,9,31,56,4,76,61
49,80,93,75,47,66,51,91,1,37
70,76,59,41,13,66,24,31,64,41
86,74,88,25,60,5,70,15,55,3
72,63,60,85,71,5,73,25,23,40
97,33,45,81,39,54,1,53,85,54
98,19,58,7,11,82,88,12,47,92
9,10,56,1,3,0,28,32,91,96
74,82,7,13,84,43,22,55,60,26
93,35,93,81,76,31,91,15,16,35
28,89,95,76,48,56,41,90,88,31
67,5,95,48,81,58,90,95,45,75
48,11,91,68,79,97,4,24,14,45
59,48,30,26,23,20,1,25,3,78
60,11,9,63,27,28,16,17,55,21
62,43,83,17,60,56,44,83,71,93
73,89,21,36,7,86,57,0,30,13
61,38,77,86,3,22,81,70,84,93
91,76,20,22,58,97,60,3,3,12
44,14,64,77,17,58,0,37,80,92
94,29,43,34,42,41,77,42,23,33
55,51,99,79,94,15,51,8,32,34
10,69,71,35,50,67,75,67,28,88
98,71,6,61,47,39,42,96,70,51
38,87,65,87,42,49,10,20,61,11
27,71,98,29,78,48,53,25,76,41
47,44,62,0,13,20,15,61,15,86
27,16,63,13,91,92,15,37,15,22
32,6,28,92,52,23,89,97,31,3
20,82,86,16,12,17,61,69,66,23
32,32,1,82,89,80,17,47,67,60
66,81,41,32,31,56,80,70,10,78
8,62,47,76,90,72,24,82,31,33
4,98,46,59,71,47,95,41,32,10
99,35,42,89,31,3,75,68,79,87
73,78,81,14,40,16,15,75,61,9
74,89,6,8,78,24,38,97,38,13
41,55,94,9,65,5,10,8,61,82
72,7,35,99,37,65,87,25,58,44
33,44,43,27,6,29,48,41,5,43
86,5,29,0,76,76,9,51,94,36
14,6,27,87,17,25,37,63,12,14
59,64,64,56,69,85,86,55,97,52
34,65,38,6,69,69,98,25,64,66
26,89,43,86,98,92,12,83,30,49
69,73,29,40,16,6,60,46,75,87
3,12,45,55,90,33,62,10,60,59
9,96,89,37,24,39,25,41,38,72
84,19,91,12,70,26,75,32,49,17
3,47,86,34,6,63,29,68,66,94
70,57,33,98,53,22,16,26,96,27
76,9,65,61,48,98,17,59,11,32
36,72,78,61,47,68,5,48,35,73
19,66,99,86,31,36,81,45,4,94
70,93,82,44,23,20,15,52,98,67
68,77,55,50,81,49,69,32,8,69
52,23,21,11,85,51,71,57,68,72
25,69,75,62,17,59,82,26,88,43
3,80,17,94,54,53,23,46,81,6
7,57,0,91,75,73,73,31,22,87
62,0,19,73,78,99,99,45,74,62
54,86,8,66,68,90,38,99,8,76
41,28,74,23,88,70,48,23,69,29
91,64,23,47,33,2,80,93,14,93
11,96,87,21,61,71,59,63,55,78
18,47,11,57,93,88,93,89,64,58
53,80,54,55,45,62,8,36,82,41
45,27,33,31,0,67,44,28,42,85
40,84,56,55,67,25,13,35,29,16
10,37,48,8,77,49,63,15,2,74
10,24,91,94,51,23,20,26,76,40
96,40,10,79,31,22,63,28,79,78
75,89,39,53,24,59,35,13,56,19
25,67,54,89,81,27,97,86,27,63
75,69,76,36,25,36,11,46,57,52
86,49,9,7,47,24,25,82,81,14
51,85,74,21,23,53,23,65,13,94
27,7,18,12,82,46,18,47,2,94
33,50,72,22,64,51,92,50,20,12
83,51,70,14,19,52,33,26,46,18
69,25,92,11,20,63,50,96,47,29
55,3,90,57,0,51,41,97,46,91
61,64,14,77,94,41,23,76,37,94
96,9,73,33,64,3,21,13,25,72
81,41,59,32,54,21,68,48,81,49
25,53,4,8,38,73,43,72,48,14
88,4,62,62,57,31,95,99,68,8
34,0,88,45,27,29,99,22,28,38
11,83,39,98,70,69,62,22,1,96
60,46,94,10,78,18,82,13,47,89
32,7,85,77,9,79,83,12,98,56
37,83,33,24,80,99,92,68,48,48
34,5,91,36,22,89,54,96,38,47
15,43,44,5,90,85,94,28,27,75
91,15,72,9,21,97,19,28,81,4
45,53,30,55,53,83,7,75,72,85
37,0,15,10,50,25,85,13,97,89
88,40,71,30,92,33,87,17,8,92
51,93,71,52,84,66,86,45,10,10
94,63,36,83,99,6,96,89,0,31
78,44,53,58,30,50,55,22,32,51
87,26,71,45,21,32,10,63,76,73
5,58,22,4,51,65,97,70,13,58
17,35,14,10,11,88,24,28,22,44
24,14,33,40,85,28,9,50,64,75
19,37,5,73,51,8,19,63,13,14
37,98,57,50,7,35,52,14,96,21
44,98,34,27,89,75,26,62,40,63
53,64,33,8,32,50,41,35,29,33
90,75,9,76,46,25,2,74,89,47
15,60,30,43,53,51,35,83,71,67
22,69,33,84,93,41,30,0,42,35
87,39,47,47,76,44,87,24,85,45
6,15,67,82,17,66,9,58,14,65
59,82,90,5,59,58,70,63,65,17
47,38,81,83,51,97,27,2,49,16
20,80,14,17,51,47,17,17,70,20
36,49,39,5,51,40,59,38,2,89
14,96,8,50,49,56,35,33,9,44
23,46,40,46,87,39,84,22,57,44
99,85,38,21,12,37,91,88,23,31
97,26,56,54,68,33,1,42,38,17
11,26,88,70,84,38,52,82,96,27
76,73,66,84,11,45,57,78,21,34
55,25,5,80,1,90,17,62,31,75
18,86,41,47,27,46,90,38,6,52
96,97,50,92,37,8,63,86,56,93
63,61,82,81,84,55,39,33,4,63
61,34,82,98,95,69,40,39,25,75
59,44,25,89,39,80,5,69,38,6
43,69,15,92,88,2,24,64,99,82
23,33,55,0,20,57,99,22,29,51
54,14,59,98,10,67,45,45,82,38
40,84,19,65,37,64,83,91,84,55
90,72,84,91,16,21,15,75,3,51
83,55,9,38,54,60,16,23,9,87
82,35,16,37,29,10,38,64,68,51
60,51,5,31,49,53,37,18,80,86
12,86,54,38,92,50,32,89,3,4
66,88,84,87,71,63,91,76,40,12
70,74,48,11,30,0,28,7,35,57
22,12,79,15,85,68,90,14,34,75
17,79,84,27,0,92,53,70,35,60
10,38,10,10,69,64,28,91,5,61
25,48,15,15,37,4,94,74,29,1
66,89,41,6,17,68,31,16,66,28
65,35,74,99,93,27,59,7,19,58
12,37,30,37,25,33,38,85,12,1
63,93,90,8,72,62,26,0,17,55
87,69,22,59,95,60,84,30,14,44
47,13,0,35,21,10,76,95,76,32
35,88,64,64,13,83,97,64,30,13
87,72,58,99,12,74,19,84,41,31
21,3,98,94,24,81,56,28,42,54
10,66,57,7,70,56,21,78,26,23
68,19,66,52,60,50,4,47,16,62
20,74,91,17,72,60,50,12,24,95
20,14,33,3,54,93,74,36,76,69
24,5,8,18,20,47,20,74,30,54
84,9,82,29,24,23,91,99,91,61
68,72,27,99,48,45,88,17,80,4
55,23,19,24,10,2,34,8,92,12
91,7,1,8,95,2,96,67,92,43
81,35,57,87,43,35,48,60,32,4
54,66,57,53,78,74,64,23,77,53
54,70,76,6,79,83,1,63,80,27
51,88,69,1,57,30,83,5,93,96
64,81,24,11,23,52,63,74,71,47
88,70,28,48,8,16,76,72,42,94
17,83,10,48,95,17,30,37,18,63
43,27,13,57,98,10,46,68,71,41
72,46,2,82,58,25,82,47,78,67
78,41,88,29,46,13,76,19,46,0
58,53,58,91,6,4,0,55,11,67
39,13,4,73,15,73,24,9,60,96
20,47,36,47,59,47,32,87,20,68
98,13,92,34,52,84,63,68,1,16
37,11,2,11,82,28,35,15,36,95
62,73,29,99,12,64,32,26,62,87
84,9,20,1,60,96,42,72,73,97
45,64,89,86,25,6,82,45,10,56
84,90,31,66,63,36,22,91,66,44
20,97,19,40,22,2,19,24,97,14
18,24,39,95,75,25,57,80,44,81
78,31,59,15,20,42,74,88,91,14
85,59,89,90,58,34,82,67,54,77
34,97,70,65,85,96,14,13,67,32
73,61,58,58,51,18,40,44,68,78
74,35,27,37,29,99,80,83,30,84
55,84,75,96,80,44,16,34,62,52
46,67,39,49,76,19,54,59,64,55
53,78,7,59,17,88,55,39,39,49
24,64,56,84,1,42,23,37,63,3
41,49,36,18,21,22,6,91,52,91
37,69,24,4,14,57,35,97,13,26
7,45,59,12,15,59,64,42,42,95
70,28,28,92,53,59,65,97,27,45
51,12,29,1,5,65,93,81,16,65
1,46,6,47,81,94,1,38,74,9
28,77,9,12,37,57,77,21,89,51
58,81,82,27,38,85,79,1,75,42
7,8,78,98,22,51,26,61,38,37
44,72,20,7,99,82,49,54,36,47
33,66,24,45,69,72,6,1,36,51
40,62,63,42,22,64,61,75,82,56
89,63,36,80,63,78,13,41,71,89
93,36,45,48,41,12,64,20,2,57
57,11,81,74,77,46,61,49,47,63
29,42,65,62,45,43,82,28,71,22
26,41,12,16,2,85,32,63,62,16
96,96,72,76,29,55,4,18,98,15
58,91,17,44,82,9,50,37,58,78
21,46,43,11,82,61,89,28,74,23
11,5,0,11,66,54,58,71,62,16
27,16,30,62,58,59,68,88,25,32
5,55,75,40,89,33,95,56,1,22
22,80,88,13,85,14,44,70,92,98
96,50,61,47,73,0,85,12,81,44
31,53,65,51,23,22,76,72,90,67
9,37,7,79,9,48,66,87,9,29
2,76,97,88,75,96,55,85,88,0
34,12,92,78,80,36,50,87,26,8
73,18,48,8,74,53,65,22,66,71
58,27,11,84,21,74,57,88,63,90
8,0,87,37,1,16,71,49,38,29
96,42,25,78,67,61,18,96,93,83
56,84,40,23,90,19,96,41,56,0
71,88,68,29,75,40,71,62,53,75
70,58,57,55,37,8,57,72,43,79
54,49,87,6,1,45,26,30,70,24
62,94,78,21,14,13,15,93,54,82
0,23,64,43,37,77,79,78,90,36
57,68,18,84,94,5,54,18,76,34
96,7,84,60,21,74,7,29,50,64
25,5,65,67,24,99,70,26,30,8
95,24,66,59,75,55,86,1,53,51
91,5,18,73,55,12,61,91,27,65
34,65,91,97,65,97,82,11,67,27
62,22,45,28,41,95,41,79,21,36
14,13,77,2,32,27,79,93,35,45
58,79,49,81,46,3,70,60,31,45
37,0,91,7,43,42,73,69,48,66
6,63,18,79,88,33,91,5,33,10
54,43,73,87,33,32,61,54,98,62
57,33,6,59,99,94,8,25,7,61
15,90,91,94,13,13,31,14,64,11
51,3,73,5,62,80,0,63,97,3
85,92,10,46,28,28,26,97,61,63
63,85,67,17,14,62,65,15,36,73
57,92,11,28,60,64,3,63,33,71
56,45,31,61,7,12,45,96,16,59
59,47,39,36,2,16,48,38,84,98
33,4,36,95,92,30,12,22,18,51
44,53,89,27,50,82,64,92,15,27
35,88,81,52,50,92,10,29,26,93
81,20,40,5,62,90,70,35,51,61
83,76,26,50,80,24,44,59,8,21
42,56,2,49,53,95,19,32,84,88
14,11,4,46,26,98,28,90,17,60
79,77,98,52,77,49,19,44,27,38
21,72,29,25,71,65,60,20,32,24
69,18,34,9,80,54,68,98,22,69
16,4,75,55,5,97,52,97,34,24
92,30,89,28,0,36,29,78,62,9
65,10,74,82,38,29,15,34,2,91
85,37,99,12,66,62,42,59,51,28
49,2,40,38,29,82,62,9,61,13
34,93,3,91,21,98,4,39,26,39
72,46,90,65,59,68,33,79,8,97
71,27,86,78,38,45,93,16,8,13
69,11,61,52,93,94,8,85,12,55
32,80,77,97,71,47,22,30,2,43
96,97,40,2,59,43,90,35,15,11
86,55,36,82,74,33,57,63,53,11
72,27,10,39,66,13,65,38,25,94
47,80,69,94,4,86,2,49,1,39
91,84,40,41,74,0,7,64,48,61
95,78,30,43,63,57,70,68,65,74
49,35,95,87,36,78,74,9,68,39
31,21,62,65,74,39,22,68,74,9
81,36,58,76,18,18,51,85,41,70
17,45,47,33,35,25,21,55,27,81
13,12,16,70,37,36,99,94,98,98
88,35,97,44,86,38,16,19,80,9
90,1,31,5,22,72,37,85,20,58
10,88,10,35,26,67,23,57,31,12
23,45,91,18,94,0,42,50,16,72
32,94,26,76,97,25,20,2,69,52
89,95,50,93,92,25,46,19,14,36
11,71,21,44,2,43,14,22,1,54
24,2,44,9,7,62,36,16,46,37
44,1,88,71,45,5,15,39,32,24
3,87,67,37,68,67,50,75,95,4
49,70,9,6,5,93,73,53,96,96
25,27,1,2,18,83,45,17,12,12
99,76,74,18,62,90,2,51,24,59
92,34,82,97,74,40,49,84,31,23
90,98,22,13,65,32,97,67,58,5
87,45,7,40,56,57,91,32,65,52
46,31,77,83,18,31,15,53,84,0
51,50,54,65,82,19,97,5,97,39
51,6,50,88,14,39,10,80,11,26
7,54,94,84,74,54,7,59,11,57
21,92,88,50,81,70,98,86,94,35
52,66,94,3,17,64,97,50,16,41
63,34,49,84,43,83,39,35,55,89
3,43,78,89,51,23,74,78,5,99
10,84,79,9,94,57,17,22,39,82
3,13,71,51,31,5,72,81,37,89
80,49,64,39,49,17,31,85,97,10
49,55,99,37,48,61,89,1,21,4
28,31,63,92,20,51,85,65,89,3
89,71,91,22,92,42,90,30,56,35
49,10,77,82,53,72,1,63,59,15
72,10,97,24,30,64,96,26,12,45
10,46,18,90,55,37,15,52,65,3
41,44,65,33,98,24,43,20,35,76
90,79,72,59,66,18,82,29,3,24
0,98,39,8,10,79,80,48,82,30
67,12,2,69,80,2,60,9,72,21
87,64,42,43,16,67,67,29,37,11
40,74,25,43,36,75,18,60,12,51
7,31,92,93,65,11,94,99,43,96
23,70,24,78,14,8,98,4,44,29
71,34,86,3,51,4,3,27,23,81
51,16,80,98,57,1,25,99,99,83
38,32,46,82,7,97,40,27,96,26
91,37,97,48,39,72,55,91,36,30
34,61,97,23,64,62,60,70,52,25
50,4,51,4,26,24,50,54,33,97
49,9,15,33,46,54,31,99,42,48
88,35,0,96,73,85,71,81,46,41
95,30,0,38,38,52,99,96,63,72
32,78,64,26,80,18,84,65,1,51
22,57,80,34,12,52,90,93,87,5
63,5,12,0,38,16,83,52,84,79
58,96,71,27,7,10,88,39,12,40
99,33,48,28,87,50,84,11,62,18
74,31,32,98,27,42,55,91,77,53
84,26,32,67,79,30,82,76,87,61
66,8,22,18,61,77,4,95,48,88
27,35,95,34,92,16,36,1,42,45
58,99,46,12,37,70,0,98,75,52
29,56,8,84,46,85,79,39,84,62
27,10,11,56,54,24,78,0,93,5
5,20,95,33,1,85,85,37,68,37
77,85,45,80,25,64,31,76,24,22
45,24,64,15,12,44,48,21,13,16
59,91,70,60,23,76,38,92,65,19
34,49,33,32,37,33,76,11,29,9
12,73,83,21,27,49,38,92,95,10
43,64,66,51,27,75,82,80,20,94
92,56,83,47,52,82,16,65,58,70
25,26,92,60,91,2,31,72,22,1
61,8,12,88,16,46,42,88,51,65
45,71,80,8,1,93,61,56,30,53
16,92,75,23,14,97,97,56,9,50
89,61,37,56,87,58,49,53,88,71
67,53,29,44,58,86,67,71,36,9
41,86,45,43,17,97,56,91,71,62
13,85,82,48,17,5,49,30,47,65
73,5,13,17,95,88,87,90,97,19
50,40,25,26,57,93,9,82,56,76
26,93,11,74,7,4,25,71,28,85
27,57,55,21,92,62,2,64,53,36
8,98,25,29,93,77,45,45,69,84
8,85,29,21,78,50,81,22,52,48
21,33,69,65,98,96,60,96,99,43
45,65,27,86,96,97,3,75,7,10
14,30,44,62,12,78,54,21,71,76
39,61,78,4,42,15,82,3,44,98
10,18,85,27,42,87,25,92,90,55
9,59,1,85,59,16,7,30,74,66
24,45,79,14,66,16,10,74,63,93
88,27,27,22,91,77,12,20,72,61
42,21,50,48,39,29,25,5,71,82
34,21,19,1,70,76,10,26,20,52
49,81,43,31,12,94,1,84,99,60
12,4,48,11,8,57,48,85,51,31
63,88,80,70,58,77,7,97,43,90
77,77,77,90,93,39,3,83,92,15
29,46,57,90,31,72,89,4,20,32
15,59,59,87,98,46,67,57,25,15
34,0,65,30,92,60,88,0,81,3
50,84,83,69,35,6,9,74,82,66
32,7,12,28,24,96,53,77,85,76
76,24,26,26,71,46,43,79,28,79
12,15,37,53,87,10,68,13,39,80
